,BlockCode,MaxAdDown,tract
250350,90075851002011,15.0,9007585100
250355,90075851002016,15.0,9007585100
250357,90075851002018,0.0,9007585100
250590,90075851003002,15.0,9007585100
250591,90075851003003,15.0,9007585100
250228,90075851003004,18.0,9007585100
250367,90075851003010,15.0,9007585100
250368,90075851003011,15.0,9007585100
250331,90075851003013,15.0,9007585100
250238,90075851003014,18.0,9007585100
250334,90075851003020,15.0,9007585100
250609,90075851003021,15.0,9007585100
250374,90075851003022,15.0,9007585100
250387,90075851003036,15.0,9007585100
250627,90075851004002,15.0,9007585100
250628,90075851004003,15.0,9007585100
250630,90075851004006,15.0,9007585100
250390,90075851004007,15.0,9007585100
250632,90075851004008,15.0,9007585100
250392,90075851004010,15.0,9007585100
250636,90075851004012,15.0,9007585100
250647,90075851004024,15.0,9007585100
250400,90075851004026,15.0,9007585100
250401,90075851005000,15.0,9007585100
250403,90075851005002,15.0,9007585100
250655,90075851005006,15.0,9007585100
250662,90075851005013,15.0,9007585100
250664,90075851005015,15.0,9007585100
250411,90075851005019,15.0,9007585100
250412,90075851005020,15.0,9007585100
250674,90075851005025,15.0,9007585100
250681,90075851005032,15.0,9007585100
250686,90075851005037,15.0,9007585100
250690,90075851005041,15.0,9007585100
250423,90075851005047,15.0,9007585100
251341,90075901001007,15.0,9007590100
251707,90075901001010,15.0,9007590100
251345,90075901001012,15.0,9007590100
251349,90075901001016,15.0,9007590100
251351,90075901001019,0.0,9007590100
251182,90075901001026,18.0,9007590100
251361,90075901001029,15.0,9007590100
251726,90075901001030,15.0,9007590100
251362,90075901001031,15.0,9007590100
251363,90075901001032,15.0,9007590100
251369,90075901001039,0.0,9007590100
251370,90075901001040,15.0,9007590100
251371,90075901001041,15.0,9007590100
251738,90075901001043,15.0,9007590100
251373,90075901001046,15.0,9007590100
251374,90075901001047,15.0,9007590100
251375,90075901001048,15.0,9007590100
251380,90075901002000,15.0,9007590100
251750,90075901002001,15.0,9007590100
251753,90075901002004,15.0,9007590100
251758,90075901002009,15.0,9007590100
251760,90075901002011,15.0,9007590100
251763,90075901002014,15.0,9007590100
251766,90075901002017,15.0,9007590100
251767,90075901002018,15.0,9007590100
251768,90075901002019,15.0,9007590100
251769,90075901002020,15.0,9007590100
251383,90075901002025,15.0,9007590100
251384,90075901002026,15.0,9007590100
251385,90075901002027,15.0,9007590100
251387,90075901002029,0.0,9007590100
251388,90075901003001,0.0,9007590100
251389,90075901003002,0.0,9007590100
251390,90075901003003,15.0,9007590100
251781,90075901003007,15.0,9007590100
251783,90075901003009,15.0,9007590100
251216,90075901003015,15.0,9007590100
251397,90075901003018,15.0,9007590100
251398,90075901003019,15.0,9007590100
251399,90075901003020,15.0,9007590100
251798,90075901003024,15.0,9007590100
251403,90075901003025,15.0,9007590100
251406,90075901003028,15.0,9007590100
251409,90075901003031,15.0,9007590100
251410,90075901003032,15.0,9007590100
251411,90075901003033,15.0,9007590100
251412,90075901003034,0.0,9007590100
251413,90075901003035,15.0,9007590100
251814,90075901003041,15.0,9007590100
251815,90075901003042,15.0,9007590100
251816,90075901003043,15.0,9007590100
251817,90075901003044,15.0,9007590100
251417,90075901003046,15.0,9007590100
251821,90075901003048,15.0,9007590100
251422,90075901004002,15.0,9007590100
251425,90075901004005,15.0,9007590100
251830,90075901004007,15.0,9007590100
251831,90075901004008,15.0,9007590100
251832,90075901004009,15.0,9007590100
251834,90075901004011,15.0,9007590100
251835,90075901004012,15.0,9007590100
251333,90075901004017,15.0,9007590100
251840,90075901004018,15.0,9007590100
251846,90075901004024,15.0,9007590100
251847,90075901004025,15.0,9007590100
251848,90075901004029,15.0,9007590100
251241,90075901004037,15.0,9007590100
251852,90075901004038,15.0,9007590100
251438,90075901004047,15.0,9007590100
251439,90075901004048,15.0,9007590100
251867,90075901004053,15.0,9007590100
251871,90075901004057,15.0,9007590100
251875,90075901004061,15.0,9007590100
251876,90075901004062,15.0,9007590100
251448,90075901004066,15.0,9007590100
251886,90075901004072,15.0,9007590100
251890,90075901004078,15.0,9007590100
251457,90075901004085,15.0,9007590100
251269,90075901004087,15.0,9007590100
251900,90075901004088,15.0,9007590100
251270,90075901004089,15.0,9007590100
251462,90075901004093,15.0,9007590100
251906,90075901004094,15.0,9007590100
251465,90075901004097,15.0,9007590100
251911,90075901004099,15.0,9007590100
251467,90075901004100,0.0,9007590100
251468,90075901004101,15.0,9007590100
251916,90075901004105,15.0,9007590100
251917,90075901004106,15.0,9007590100
251918,90075901004107,15.0,9007590100
251919,90075901004108,15.0,9007590100
251920,90075901004109,15.0,9007590100
251921,90075901004110,15.0,9007590100
251922,90075901004111,15.0,9007590100
251923,90075901004112,15.0,9007590100
251924,90075901004113,15.0,9007590100
251926,90075901004115,15.0,9007590100
251927,90075901004116,15.0,9007590100
251473,90075901004119,15.0,9007590100
251933,90075901004122,15.0,9007590100
251334,90075901004125,0.0,9007590100
251475,90075901005000,15.0,9007590100
251478,90075901005003,15.0,9007590100
251939,90075901005005,15.0,9007590100
251940,90075901005006,15.0,9007590100
251941,90075901005007,15.0,9007590100
251942,90075901005008,15.0,9007590100
251943,90075901005009,15.0,9007590100
251945,90075901005011,15.0,9007590100
251946,90075901005012,15.0,9007590100
251947,90075901005013,15.0,9007590100
251285,90075901005014,15.0,9007590100
251949,90075901005015,15.0,9007590100
251951,90075901005018,15.0,9007590100
251954,90075901005021,15.0,9007590100
251955,90075901005022,15.0,9007590100
251956,90075901005023,15.0,9007590100
251957,90075901005024,15.0,9007590100
251959,90075901005026,15.0,9007590100
251960,90075901005027,15.0,9007590100
251961,90075901005028,15.0,9007590100
251974,90075901005041,15.0,9007590100
251306,90075901005049,15.0,9007590100
251986,90075901005054,15.0,9007590100
251987,90075901005055,15.0,9007590100
251988,90075901005056,15.0,9007590100
251492,90075901006000,15.0,9007590100
252000,90075901006002,15.0,9007590100
252003,90075901006005,15.0,9007590100
252010,90075901006012,15.0,9007590100
252011,90075901006013,15.0,9007590100
251496,90075901006016,15.0,9007590100
251329,90075901006018,15.0,9007590100
252019,90075901006021,15.0,9007590100
252021,90075901006023,15.0,9007590100
253262,90075951011000,15.0,9007595101
253264,90075951011002,15.0,9007595101
253268,90075951011006,15.0,9007595101
253148,90075951011010,15.0,9007595101
253002,90075951011016,15.0,9007595101
253018,90075951012002,15.0,9007595101
253297,90075951012007,15.0,9007595101
253298,90075951012008,15.0,9007595101
253299,90075951012009,15.0,9007595101
253301,90075951012011,15.0,9007595101
253307,90075951012017,15.0,9007595101
253309,90075951012019,15.0,9007595101
253314,90075951012025,15.0,9007595101
253316,90075951012027,15.0,9007595101
253320,90075951012031,15.0,9007595101
253322,90075951012034,15.0,9007595101
253091,90075951012035,15.0,9007595101
253073,90075951012039,15.0,9007595101
253074,90075951012040,15.0,9007595101
253329,90075951012041,15.0,9007595101
253330,90075951012042,15.0,9007595101
253335,90075951012047,15.0,9007595101
253337,90075951012049,15.0,9007595101
253340,90075951012052,15.0,9007595101
253343,90075951012055,15.0,9007595101
253344,90075951012056,15.0,9007595101
253345,90075951012057,15.0,9007595101
253038,90075951013004,15.0,9007595101
253098,90075951013011,15.0,9007595101
253080,90075951013015,15.0,9007595101
253363,90075951013017,15.0,9007595101
253081,90075951013024,15.0,9007595101
253373,90075951013027,15.0,9007595101
253380,90075951013034,15.0,9007595101
253381,90075951013035,15.0,9007595101
253382,90075951013036,15.0,9007595101
253383,90075951013037,15.0,9007595101
253390,90075951013044,15.0,9007595101
253117,90075951013046,15.0,9007595101
253395,90075951013049,15.0,9007595101
253398,90075951013052,15.0,9007595101
253120,90075951013053,15.0,9007595101
253122,90075951013056,15.0,9007595101
253125,90075951013060,15.0,9007595101
253407,90075951013062,15.0,9007595101
253408,90075951013063,15.0,9007595101
253409,90075951013065,15.0,9007595101
253410,90075951013067,15.0,9007595101
253411,90075951013070,15.0,9007595101
253416,90075951013075,15.0,9007595101
253418,90075951013077,15.0,9007595101
253129,90075951013078,15.0,9007595101
253133,90075951013083,15.0,9007595101
253086,90075951013085,15.0,9007595101
253137,90075951013090,15.0,9007595101
253138,90075951013091,15.0,9007595101
253089,90075951013092,15.0,9007595101
253140,90075951013094,15.0,9007595101
253436,90075951013095,15.0,9007595101
254276,90075951021004,15.0,9007595102
254278,90075951021006,15.0,9007595102
254280,90075951021008,15.0,9007595102
254096,90075951021011,15.0,9007595102
254288,90075951021016,15.0,9007595102
254290,90075951021018,15.0,9007595102
254291,90075951021019,15.0,9007595102
254292,90075951021020,15.0,9007595102
254109,90075951021030,15.0,9007595102
254112,90075951021033,15.0,9007595102
254115,90075951021037,15.0,9007595102
254312,90075951021040,15.0,9007595102
254117,90075951021041,15.0,9007595102
254125,90075951021050,15.0,9007595102
254126,90075951021051,15.0,9007595102
254324,90075951021052,15.0,9007595102
254127,90075951021053,15.0,9007595102
254326,90075951021054,15.0,9007595102
254327,90075951021057,15.0,9007595102
254131,90075951021061,0.0,9007595102
254133,90075951021063,15.0,9007595102
254335,90075951021066,15.0,9007595102
254083,90075951021069,15.0,9007595102
254084,90075951021070,0.0,9007595102
254085,90075951021071,15.0,9007595102
254086,90075951021072,0.0,9007595102
254004,90075951021074,18.0,9007595102
254009,90075951021081,18.0,9007595102
254012,90075951021084,18.0,9007595102
254352,90075951021086,15.0,9007595102
254355,90075951021090,15.0,9007595102
254356,90075951022000,15.0,9007595102
254357,90075951022001,15.0,9007595102
254144,90075951022009,15.0,9007595102
254020,90075951022011,15.0,9007595102
254146,90075951022018,15.0,9007595102
254036,90075951022026,15.0,9007595102
254148,90075951022029,0.0,9007595102
254383,90075951022030,15.0,9007595102
254385,90075951022032,15.0,9007595102
254386,90075951022034,15.0,9007595102
254387,90075951022035,15.0,9007595102
254388,90075951022036,15.0,9007595102
254389,90075951022038,15.0,9007595102
254408,90075951022060,15.0,9007595102
254409,90075951022061,15.0,9007595102
254421,90075951022074,15.0,9007595102
254428,90075951022081,15.0,9007595102
254431,90075951022084,15.0,9007595102
255022,90076001001002,15.0,9007600100
255023,90076001001003,15.0,9007600100
255024,90076001001004,15.0,9007600100
255026,90076001001006,15.0,9007600100
255208,90076001001010,15.0,9007600100
255209,90076001001013,15.0,9007600100
255213,90076001001018,15.0,9007600100
255218,90076001001024,15.0,9007600100
254924,90076001001025,18.0,9007600100
255033,90076001001028,15.0,9007600100
255224,90076001001031,15.0,9007600100
255225,90076001001032,15.0,9007600100
255227,90076001001034,15.0,9007600100
255228,90076001001035,15.0,9007600100
255230,90076001001039,15.0,9007600100
255231,90076001001040,15.0,9007600100
255234,90076001001043,15.0,9007600100
255037,90076001001046,15.0,9007600100
255238,90076001001047,15.0,9007600100
255239,90076001001048,15.0,9007600100
254936,90076001001050,18.0,9007600100
255242,90076001001051,15.0,9007600100
255039,90076001001052,15.0,9007600100
254938,90076001001054,15.0,9007600100
255250,90076001001059,15.0,9007600100
254954,90076001001064,18.0,9007600100
255049,90076001001069,15.0,9007600100
255052,90076001001072,0.0,9007600100
255053,90076001001073,15.0,9007600100
255055,90076001001075,15.0,9007600100
255266,90076001002001,15.0,9007600100
255267,90076001002002,15.0,9007600100
255268,90076001002003,15.0,9007600100
255269,90076001002005,15.0,9007600100
255058,90076001002008,0.0,9007600100
255059,90076001002009,0.0,9007600100
254983,90076001002021,18.0,9007600100
255071,90076001002023,15.0,9007600100
255073,90076001002025,0.0,9007600100
255076,90076001002028,0.0,9007600100
255077,90076001002032,15.0,9007600100
255294,90076001003000,15.0,9007600100
255295,90076001003001,15.0,9007600100
255296,90076001003002,15.0,9007600100
255297,90076001003003,15.0,9007600100
255298,90076001003005,15.0,9007600100
255300,90076001003007,15.0,9007600100
255081,90076001003010,15.0,9007600100
255082,90076001003012,0.0,9007600100
255083,90076001003013,15.0,9007600100
255306,90076001003014,15.0,9007600100
255308,90076001003016,15.0,9007600100
255309,90076001003017,15.0,9007600100
255310,90076001003018,15.0,9007600100
255311,90076001003019,15.0,9007600100
255312,90076001003020,15.0,9007600100
255317,90076001003025,15.0,9007600100
255319,90076001003027,15.0,9007600100
255088,90076001003029,15.0,9007600100
255090,90076001003031,15.0,9007600100
255010,90076001003037,15.0,9007600100
255094,90076001003038,15.0,9007600100
255095,90076001003039,15.0,9007600100
255332,90076001003040,15.0,9007600100
255102,90076001003047,15.0,9007600100
255103,90076001003048,15.0,9007600100
255104,90076001003049,15.0,9007600100
255105,90076001003050,15.0,9007600100
255106,90076001003051,15.0,9007600100
255350,90076001003058,15.0,9007600100
255351,90076001003059,15.0,9007600100
255352,90076001003060,15.0,9007600100
255353,90076001003061,15.0,9007600100
255354,90076001003063,15.0,9007600100
255892,90076101001001,15.0,9007610100
255893,90076101001002,15.0,9007610100
255894,90076101001003,15.0,9007610100
255895,90076101001004,15.0,9007610100
255979,90076101001007,15.0,9007610100
255899,90076101001011,15.0,9007610100
255900,90076101001012,0.0,9007610100
255901,90076101001013,0.0,9007610100
255902,90076101001014,15.0,9007610100
255903,90076101001015,15.0,9007610100
255986,90076101001016,15.0,9007610100
255988,90076101001018,15.0,9007610100
255904,90076101001019,0.0,9007610100
255907,90076101001023,15.0,9007610100
255909,90076101001025,0.0,9007610100
255916,90076101001033,15.0,9007610100
255917,90076101001034,0.0,9007610100
255919,90076101001038,15.0,9007610100
255920,90076101002000,0.0,9007610100
256016,90076101002013,15.0,9007610100
255928,90076101002015,15.0,9007610100
256019,90076101002016,15.0,9007610100
255930,90076101002025,0.0,9007610100
256032,90076101002035,15.0,9007610100
256033,90076101002036,15.0,9007610100
256034,90076101002037,15.0,9007610100
256393,90076102001001,15.0,9007610200
256394,90076102001002,15.0,9007610200
256398,90076102001006,15.0,9007610200
256307,90076102001008,0.0,9007610200
256401,90076102001010,15.0,9007610200
256405,90076102002004,15.0,9007610200
256411,90076102002010,15.0,9007610200
256418,90076102002026,15.0,9007610200
256311,90076102003000,15.0,9007610200
256424,90076102003005,15.0,9007610200
256426,90076102003010,15.0,9007610200
256427,90076102003011,15.0,9007610200
256316,90076102003012,0.0,9007610200
256317,90076102003013,15.0,9007610200
256320,90076102003016,15.0,9007610200
256274,90076102003022,18.0,9007610200
256327,90076102003023,15.0,9007610200
256439,90076102004000,15.0,9007610200
256328,90076102004001,15.0,9007610200
256329,90076102004002,0.0,9007610200
256330,90076102004004,15.0,9007610200
256342,90076102004017,15.0,9007610200
256840,90076103001012,15.0,9007610300
256848,90076103001020,15.0,9007610300
256757,90076103001023,15.0,9007610300
256758,90076103001024,0.0,9007610300
256852,90076103001026,15.0,9007610300
256854,90076103002001,15.0,9007610300
256761,90076103002004,0.0,9007610300
256861,90076103002009,15.0,9007610300
256764,90076103002010,15.0,9007610300
256766,90076103002012,15.0,9007610300
256767,90076103002013,15.0,9007610300
256866,90076103002014,15.0,9007610300
256867,90076103002015,15.0,9007610300
256768,90076103002016,15.0,9007610300
256770,90076103002018,15.0,9007610300
256771,90076103002019,0.0,9007610300
256876,90076103003002,15.0,9007610300
256879,90076103003006,15.0,9007610300
256888,90076103003015,15.0,9007610300
256894,90076103003021,15.0,9007610300
256895,90076103003022,15.0,9007610300
256896,90076103003023,15.0,9007610300
256897,90076103003024,15.0,9007610300
256899,90076103003026,15.0,9007610300
257251,90076104001002,15.0,9007610400
257201,90076104001005,15.0,9007610400
257202,90076104001006,15.0,9007610400
257205,90076104001013,15.0,9007610400
257263,90076104002000,15.0,9007610400
257265,90076104002002,15.0,9007610400
257276,90076104002013,15.0,9007610400
257176,90076104002015,15.0,9007610400
257280,90076104002017,15.0,9007610400
257179,90076104002019,15.0,9007610400
257283,90076104002020,15.0,9007610400
257209,90076104002029,15.0,9007610400
257211,90076104002033,0.0,9007610400
257212,90076104002034,0.0,9007610400
257294,90076104002036,15.0,9007610400
257691,90076201001001,15.0,9007620100
257539,90076201001011,15.0,9007620100
257542,90076201001014,0.0,9007620100
257554,90076201001032,0.0,9007620100
257722,90076201002003,15.0,9007620100
257725,90076201002006,15.0,9007620100
257726,90076201002007,15.0,9007620100
257727,90076201002008,15.0,9007620100
257558,90076201002010,15.0,9007620100
257730,90076201002011,15.0,9007620100
257571,90076201002024,15.0,9007620100
257747,90076201002028,15.0,9007620100
257748,90076201002029,15.0,9007620100
257749,90076201002030,15.0,9007620100
257575,90076201002035,0.0,9007620100
257576,90076201002036,0.0,9007620100
257577,90076201002037,15.0,9007620100
257579,90076201002039,15.0,9007620100
257500,90076201002041,18.0,9007620100
257580,90076201003000,15.0,9007620100
257581,90076201003001,15.0,9007620100
257584,90076201003004,0.0,9007620100
257587,90076201003008,15.0,9007620100
257588,90076201003009,15.0,9007620100
257767,90076201003010,15.0,9007620100
257769,90076201003012,15.0,9007620100
257773,90076201004001,15.0,9007620100
257775,90076201004003,15.0,9007620100
257776,90076201004004,15.0,9007620100
257777,90076201004005,15.0,9007620100
257781,90076201004011,15.0,9007620100
257788,90076201004018,15.0,9007620100
257596,90076201004019,15.0,9007620100
257600,90076201004023,15.0,9007620100
257601,90076201004024,15.0,9007620100
257603,90076201004026,15.0,9007620100
257797,90076201004028,15.0,9007620100
257605,90076201004031,15.0,9007620100
257606,90076201004033,15.0,9007620100
257804,90076201004035,15.0,9007620100
257805,90076201004036,15.0,9007620100
257807,90076201004038,15.0,9007620100
257808,90076201004039,15.0,9007620100
257809,90076201004041,15.0,9007620100
258499,90076301001001,15.0,9007630100
258501,90076301001003,15.0,9007630100
258502,90076301001004,15.0,9007630100
258503,90076301001005,15.0,9007630100
258505,90076301001007,15.0,9007630100
258506,90076301001008,15.0,9007630100
258188,90076301001015,18.0,9007630100
258519,90076301002006,15.0,9007630100
258521,90076301002008,15.0,9007630100
258525,90076301002012,15.0,9007630100
258527,90076301002014,15.0,9007630100
258319,90076301003002,15.0,9007630100
258536,90076301003004,15.0,9007630100
258538,90076301003007,15.0,9007630100
258321,90076301003010,15.0,9007630100
258322,90076301003011,15.0,9007630100
258215,90076301003012,18.0,9007630100
258325,90076301003014,15.0,9007630100
258552,90076301003021,15.0,9007630100
258332,90076301003028,15.0,9007630100
258333,90076301004000,0.0,9007630100
258560,90076301004001,15.0,9007630100
258561,90076301004002,15.0,9007630100
258567,90076301004008,15.0,9007630100
258245,90076301004013,18.0,9007630100
258343,90076301004020,15.0,9007630100
258344,90076301004021,15.0,9007630100
258345,90076301004022,15.0,9007630100
258254,90076301004023,18.0,9007630100
258583,90076301004024,15.0,9007630100
258585,90076301004026,15.0,9007630100
258586,90076301004027,15.0,9007630100
258589,90076301004030,15.0,9007630100
258262,90076301004033,18.0,9007630100
258264,90076301004034,18.0,9007630100
258350,90076301004035,0.0,9007630100
258597,90076301004040,15.0,9007630100
258599,90076301005001,15.0,9007630100
258600,90076301005003,15.0,9007630100
258353,90076301005004,15.0,9007630100
258354,90076301005006,15.0,9007630100
258355,90076301005007,15.0,9007630100
258356,90076301005008,15.0,9007630100
258607,90076301005011,15.0,9007630100
258611,90076301005015,15.0,9007630100
258359,90076301005017,0.0,9007630100
258360,90076301005018,15.0,9007630100
258361,90076301005019,0.0,9007630100
258364,90076301005022,15.0,9007630100
258365,90076301005023,15.0,9007630100
258279,90076301005025,18.0,9007630100
258620,90076301005026,15.0,9007630100
258621,90076301005027,15.0,9007630100
258368,90076301005029,15.0,9007630100
258370,90076301005031,15.0,9007630100
258627,90076301005034,15.0,9007630100
258372,90076301006000,15.0,9007630100
258640,90076301006011,15.0,9007630100
258381,90076301006028,0.0,9007630100
258658,90076301006030,15.0,9007630100
258316,90076301006031,18.0,9007630100
258383,90076301006032,15.0,9007630100
258384,90076301006033,15.0,9007630100
259258,90076401001004,15.0,9007640100
259470,90076401001007,15.0,9007640100
259471,90076401001008,15.0,9007640100
259262,90076401001013,0.0,9007640100
259477,90076401001015,15.0,9007640100
259478,90076401001016,15.0,9007640100
259264,90076401001017,15.0,9007640100
259481,90076401001019,15.0,9007640100
259482,90076401001020,15.0,9007640100
259487,90076401001025,15.0,9007640100
259269,90076401001026,15.0,9007640100
259490,90076401001028,15.0,9007640100
259275,90076401001034,15.0,9007640100
259276,90076401001035,15.0,9007640100
259165,90076401001036,15.0,9007640100
259501,90076401002002,15.0,9007640100
259282,90076401002007,0.0,9007640100
259509,90076401002011,15.0,9007640100
259510,90076401002012,15.0,9007640100
259511,90076401002013,15.0,9007640100
259513,90076401002015,15.0,9007640100
259523,90076401002026,15.0,9007640100
259294,90076401002029,15.0,9007640100
259298,90076401002034,0.0,9007640100
259303,90076401002041,15.0,9007640100
259304,90076401002047,15.0,9007640100
259306,90076401003004,15.0,9007640100
259313,90076401004004,0.0,9007640100
259317,90076401004008,15.0,9007640100
259323,90076401004015,15.0,9007640100
259221,90076401004017,15.0,9007640100
259326,90076401004021,15.0,9007640100
259589,90076401005008,15.0,9007640100
259595,90076401005014,15.0,9007640100
259597,90076401005016,15.0,9007640100
259606,90076401005025,15.0,9007640100
259611,90076401005030,15.0,9007640100
259463,90076401005031,15.0,9007640100
260195,90076701001000,0.0,9007670100
260390,90076701001017,15.0,9007670100
260411,90076701001042,15.0,9007670100
260124,90076701001043,18.0,9007670100
260415,90076701002002,15.0,9007670100
260131,90076701002005,18.0,9007670100
260144,90076701002015,18.0,9007670100
260213,90076701002016,15.0,9007670100
260214,90076701002017,15.0,9007670100
260216,90076701002020,15.0,9007670100
260217,90076701002021,15.0,9007670100
260218,90076701002022,15.0,9007670100
260219,90076701002023,15.0,9007670100
260220,90076701002024,15.0,9007670100
260438,90076701002026,15.0,9007670100
260150,90076701002028,18.0,9007670100
260222,90076701002029,0.0,9007670100
260225,90076701002032,15.0,9007670100
260226,90076701002033,15.0,9007670100
260228,90076701002035,15.0,9007670100
260448,90076701002037,15.0,9007670100
260230,90076701002038,15.0,9007670100
260232,90076701002040,15.0,9007670100
260452,90076701002041,15.0,9007670100
260454,90076701002043,15.0,9007670100
260233,90076701002044,15.0,9007670100
260234,90076701002045,15.0,9007670100
260458,90076701002047,15.0,9007670100
260236,90076701003000,15.0,9007670100
260237,90076701003001,15.0,9007670100
260464,90076701003005,15.0,9007670100
260466,90076701003008,15.0,9007670100
260241,90076701003009,15.0,9007670100
260242,90076701003010,15.0,9007670100
260244,90076701003013,15.0,9007670100
260245,90076701003014,15.0,9007670100
260246,90076701003015,15.0,9007670100
260249,90076701003018,15.0,9007670100
260477,90076701003020,15.0,9007670100
260480,90076701003023,15.0,9007670100
260252,90076701003025,15.0,9007670100
260253,90076701003026,15.0,9007670100
260484,90076701003027,15.0,9007670100
260255,90076701003029,15.0,9007670100
260256,90076701004000,0.0,9007670100
260257,90076701004001,0.0,9007670100
260492,90076701004007,15.0,9007670100
260259,90076701004008,15.0,9007670100
260494,90076701004009,15.0,9007670100
260495,90076701004010,15.0,9007670100
260264,90076701004017,15.0,9007670100
260503,90076701004018,15.0,9007670100
260505,90076701004020,15.0,9007670100
260507,90076701004022,15.0,9007670100
260189,90076701004028,18.0,9007670100
260271,90076701004032,15.0,9007670100
260274,90076701004035,15.0,9007670100
260275,90076701004036,15.0,9007670100
260276,90076701004037,15.0,9007670100
261164,90076702001000,0.0,9007670200
261167,90076702001003,15.0,9007670200
261168,90076702001004,15.0,9007670200
261383,90076702001015,15.0,9007670200
261178,90076702001029,15.0,9007670200
261397,90076702001032,15.0,9007670200
261006,90076702001035,18.0,9007670200
261185,90076702001037,15.0,9007670200
261186,90076702001038,15.0,9007670200
261187,90076702001039,15.0,9007670200
261188,90076702001040,0.0,9007670200
261189,90076702001041,0.0,9007670200
261190,90076702001042,15.0,9007670200
261409,90076702001046,15.0,9007670200
261410,90076702001047,15.0,9007670200
261424,90076702002013,15.0,9007670200
261029,90076702002015,18.0,9007670200
261195,90076702002016,0.0,9007670200
261438,90076702002030,15.0,9007670200
261448,90076702003013,15.0,9007670200
261497,90076702003069,15.0,9007670200
261499,90076702003071,15.0,9007670200
261504,90076702003077,15.0,9007670200
261506,90076702004001,15.0,9007670200
261199,90076702004004,15.0,9007670200
261203,90076702004008,0.0,9007670200
261156,90076702004021,18.0,9007670200
261217,90076702004022,15.0,9007670200
261157,90076702004023,18.0,9007670200
262533,90076801001007,15.0,9007680100
262535,90076801001009,15.0,9007680100
262537,90076801001011,15.0,9007680100
262546,90076801001020,15.0,9007680100
262547,90076801001021,15.0,9007680100
262550,90076801001024,15.0,9007680100
262215,90076801001028,15.0,9007680100
262216,90076801001033,15.0,9007680100
262558,90076801001035,15.0,9007680100
262219,90076801002002,15.0,9007680100
262563,90076801002004,15.0,9007680100
262580,90076801002023,15.0,9007680100
262232,90076801002026,15.0,9007680100
262235,90076801002029,0.0,9007680100
262239,90076801002033,15.0,9007680100
262240,90076801002034,15.0,9007680100
262241,90076801002035,0.0,9007680100
262245,90076801002039,15.0,9007680100
262246,90076801002040,15.0,9007680100
262249,90076801002043,15.0,9007680100
262599,90076801002044,15.0,9007680100
262251,90076801002048,0.0,9007680100
262604,90076801003002,15.0,9007680100
262606,90076801003004,15.0,9007680100
262252,90076801003005,15.0,9007680100
262253,90076801003006,15.0,9007680100
262255,90076801003008,15.0,9007680100
262256,90076801003009,15.0,9007680100
262258,90076801003011,15.0,9007680100
262076,90076801003013,18.0,9007680100
262260,90076801003015,0.0,9007680100
262617,90076801003017,15.0,9007680100
262618,90076801003018,15.0,9007680100
262623,90076801003025,15.0,9007680100
262624,90076801003026,15.0,9007680100
262263,90076801003027,15.0,9007680100
262267,90076801003031,15.0,9007680100
262636,90076801003038,15.0,9007680100
262281,90076801003053,0.0,9007680100
262284,90076801003056,0.0,9007680100
262294,90076801003066,15.0,9007680100
262295,90076801003067,15.0,9007680100
262297,90076801003074,0.0,9007680100
262299,90076801003079,0.0,9007680100
262300,90076801003080,0.0,9007680100
262675,90076801003082,15.0,9007680100
262315,90076801004016,0.0,9007680100
262316,90076801004017,0.0,9007680100
262185,90076801004045,18.0,9007680100
262718,90076801004049,15.0,9007680100
262721,90076801004055,15.0,9007680100
262722,90076801004056,15.0,9007680100
262190,90076801005000,18.0,9007680100
262725,90076801005001,15.0,9007680100
262323,90076801005002,15.0,9007680100
262732,90076801005010,15.0,9007680100
262734,90076801005012,15.0,9007680100
262331,90076801005014,15.0,9007680100
262210,90076801005029,18.0,9007680100
263783,90076802001002,15.0,9007680200
263599,90076802001009,15.0,9007680200
263600,90076802001010,15.0,9007680200
263602,90076802001012,15.0,9007680200
263610,90076802001022,15.0,9007680200
263611,90076802001023,15.0,9007680200
263613,90076802001025,15.0,9007680200
263697,90076802001028,15.0,9007680200
263698,90076802001029,15.0,9007680200
263563,90076802002000,0.0,9007680200
263811,90076802002001,15.0,9007680200
263812,90076802002003,15.0,9007680200
263564,90076802002004,15.0,9007680200
263814,90076802002005,15.0,9007680200
263815,90076802002006,15.0,9007680200
263565,90076802002007,15.0,9007680200
263566,90076802002008,15.0,9007680200
263818,90076802002009,15.0,9007680200
263819,90076802002010,15.0,9007680200
263617,90076802002012,15.0,9007680200
263822,90076802002013,15.0,9007680200
263823,90076802002014,15.0,9007680200
263824,90076802002015,15.0,9007680200
263825,90076802002016,15.0,9007680200
263826,90076802002017,15.0,9007680200
263827,90076802002018,15.0,9007680200
263828,90076802002019,15.0,9007680200
263568,90076802002020,15.0,9007680200
263569,90076802002021,15.0,9007680200
263463,90076802002023,18.0,9007680200
263572,90076802002026,15.0,9007680200
263573,90076802002027,15.0,9007680200
263574,90076802002028,15.0,9007680200
263622,90076802002031,15.0,9007680200
263576,90076802002032,15.0,9007680200
263577,90076802002033,15.0,9007680200
263470,90076802002037,15.0,9007680200
263632,90076802002041,15.0,9007680200
263633,90076802002042,15.0,9007680200
263635,90076802002044,15.0,9007680200
263856,90076802002047,15.0,9007680200
263641,90076802002053,15.0,9007680200
263863,90076802002054,15.0,9007680200
263642,90076802002055,15.0,9007680200
263584,90076802002056,15.0,9007680200
